Fall,Status,Bearbeitungszeit(Sekunden),ErklärungDatenverarbeitung,Q0,Q1,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q9I,Q9J,Q9K,Q9L,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q11H,Q11I,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q13,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q17D,Q17E
"57","Completed","945","1","1","3","3","3","1","1","3","3","2","Schwanenbräu, Augustiner, Chiemseer, Tegernseer, Riegele","3","1","1","1","1","1","1","1","3","5","4","5","5","2","4","4","2","4","2","1","1","5","5","2","3","1","4","3","2","4","1","3","2","1","2","1","1","1","3","3","1","1","3","5","1","5","1","5","-99","-99","-99","-99","-99","-99","1","-99","-99","4","3","1","-99","3","2","1","-99","4","1","8","2","3","0","0","1","0","0"
"58","Completed","694","1","1","2","3","3","2","1","3","3","3","Schwanenbräu, Lauterbacher Brotzeitbier, Chiemseer, Tegernseer, Augustiner, Despo, Corona, Salitos, Franziskaner Weizen","3","3","2","3","3","-99","3","1","1","3","3","5","4","2","4","2","3","2","3","2","2","4","2","5","-99","1","-99","3","2","5","4","4","3","1","5","1","2","1","2","3","2","1","2","5","3","1","2","5","1","3","3","4","1","2","2","1","3","-99","2","-99","4","2","3","5","-99","5","1","7","2","3","0","0","1","0","0"
"59","Completed","581","1","1","3","3","3","2","2","3","3","3","alkoholfreies Franzi, Franzi, Feine Helle und Marie von Schwarzbräu, Festbier","2","3","1","2","2","2","2","1","3","5","3","4","4","1","1","3","1","5","1","1","1","5","3","-99","1","1","5","1","1","-99","2","4","1","3","5","1","2","1","1","2","3","4","5","5","2","3","2","5","3","5","3","2","3","2","3","2","3","2","2","2","3","5","1","2","1","3","1","7","2","3","0","0","1","0","0"
"60","Started","5363","1","1","3","2","3","1","1","2","3","2","Wolters","3","1","1","2","2","1","1","1","1","4","2","4","2","3","1","2","2","2","1","1","2","4","3","5","1","2","2","1","3","5","3","4","5","1","2","2","2","2","2","2","1","5","2","2","2","1","1","5","1","1","4","1","1","1","1","1","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"61","Completed","930","1","1","3","2","3","2","1","2","2","2","Stuttgarter Hofbräu","3","2","2","2","2","1","1","1","1","2","2","4","2","2","2","2","3","5","3","1","1","5","4","5","4","2","2","2","2","4","3","4","4","2","4","3","1","1","1","4","3","1","3","5","1","1","2","5","2","2","2","4","2","1","1","2","3","4","2","5","2","3","4","4","2","4","2","7","1","3","0","0","1","0","0"
"62","Completed","1023","1","1","5","3","3","1","1","1","1","3","schmecken so ziemlich alle gleich:D Würde einfach mal Tegernseer oder Marie Hausbrendel sagen","3","3","1","1","1","1","1","1","2","1","1","1","1","1","1","3","3","3","2","1","2","4","1","3","2","1","1","2","-99","3","2","3","-99","1","2","-99","-99","-99","-99","1","1","2","2","5","-99","1","1","5","-99","-99","-99","-99","-99","-99","-99","-99","-99","2","1","1","1","2","2","1","1","3","1","8","2","5","0","0","1","0","0"
"63","Completed","1076","1","1","3","2","3","1","1","2","2","2","Bayreuther Tannenzäpfle","3","1","1","1","1","2","1","1","2","2","2","-99","1","-99","2","4","4","5","4","4","1","4","1","4","3","4","1","4","4","3","1","5","5","3","4","2","1","-99","4","2","4","4","2","4","1","2","2","5","3","3","4","4","1","3","3","2","5","4","4","5","2","2","1","3","1","5","1","8","1","1","0","0","0","0","1"
"64","Started","840","1","1","1","3","3","1","1","3","3","1","Jever","3","3","1","1","1","3","1","1","5","5","1","5","1","1","5","5","5","5","4","5","5","5","4","2","1","5","2","3","2","2","2","2","2","5","5","1","1","1","1","1","5","1","5","5","1","5","5","3","1","1","5","5","1","5","1","1","5","1","1","1","1","2","1","-99","1","2","1","15","17","-99","0","0","0","0","0"
"65","Completed","652","1","1","5","2","2","1","1","2","2","1","Hochdorfer","3","3","-99","1","-99","-99","1","1","3","1","1","3","1","1","5","2","4","5","4","4","2","5","4","4","1","2","2","5","3","4","1","5","5","3","1","1","1","1","1","1","5","1","1","4","1","1","5","5","1","1","1","5","4","1","1","1","5","2","5","3","1","2","2","1","1","4","2","8","1","1","0","0","0","0","1"
"66","Completed","615","1","1","5","2","2","1","1","1","1","1","Chiemseer","3","1","1","2","1","1","1","1","1","1","1","2","1","1","1","3","1","2","2","1","1","5","3","5","2","1","1","1","1","1","2","3","4","2","4","1","1","1","1","1","2","3","1","5","1","2","2","4","2","2","3","3","2","2","1","1","2","3","3","1","1","2","1","1","1","2","1","9","1","3","0","0","0","0","1"
"67","Completed","434","1","1","2","1","3","1","1","3","3","1","Jever","3","3","1","1","1","3","1","1","4","3","2","4","2","3","3","5","5","5","5","5","4","5","5","1","1","5","2","4","1","1","3","1","1","5","2","2","1","2","2","1","5","3","1","5","1","5","5","4","1","1","2","5","3","2","1","1","5","1","1","1","1","1","1","1","1","2","1","10","17","2","1","0","0","0","0"
"68","Completed","861","1","1","3","2","3","1","2","3","2","2","Alpirsbacher Klosterbräu","3","2","1","1","1","1","1","1","3","4","2","4","2","3","1","4","-99","2","-99","1","2","3","2","3","2","-99","2","2","2","3","2","3","4","2","3","1","1","2","1","3","2","2","2","3","2","2","2","3","2","3","2","1","2","2","3","2","1","2","2","-99","-99","2","-99","2","-99","3","1","13","1","3","-99","-99","-99","-99","-99"
"69","Completed","246","1","1","5","2","2","3","3","-99","-99","1","","2","2","-99","3","-99","2","1","2","4","1","3","2","3","3","5","-99","-99","3","2","-99","5","4","2","3","2","5","4","4","3","4","3","2","4","2","2","2","4","3","2","5","4","2","2","5","4","3","3","4","2","4","2","2","1","1","2","4","4","3","3","1","4","2","3","3","1","3","1","7","1","3","0","0","1","0","0"
"70","Completed","521","1","1","3","3","3","1","1","2","2","3","augustiner, tegernseer und marie brandl hell","1","3","2","3","3","1","1","1","3","5","5","5","1","5","5","4","4","2","4","2","1","4","3","2","4","2","3","-99","2","-99","4","-99","2","3","5","1","3","2","2","1","4","2","2","5","1","3","3","5","-99","-99","-99","-99","-99","-99","-99","-99","-99","3","-99","2","-99","2","2","5","5","3","1","8","2","1","0","0","1","0","0"
"71","Completed","465","1","1","3","3","3","1","1","3","3","2","Schimpf, Berg, Chiemseer","3","2","1","3","1","3","1","1","1","2","-99","5","-99","3","3","4","5","4","4","2","1","5","2","3","5","3","5","2","3","5","3","5","4","1","1","1","1","1","1","2","2","4","2","3","1","1","1","-99","1","4","4","2","1","1","1","1","3","4","5","3","2","3","4","3","2","5","1","10","1","3","0","0","0","1","0"
"72","Completed","780","1","1","3","2","3","1","1","2","3","2","Paulaner, Spaten, Tegernsee","3","3","1","3","2","1","1","1","1","1","1","3","2","1","1","4","3","3","4","1","1","5","3","2","3","2","3","4","3","-99","2","4","4","1","3","4","1","1","3","2","3","3","1","5","2","2","3","4","1","3","4","3","2","2","2","2","3","-99","-99","-99","-99","1","-99","-99","-99","-99","1","7","2","3","1","0","0","0","0"
"73","Completed","1505","1","1","3","2","3","1","1","3","3","2","Gold Ochsen","2","-99","-99","2","2","-99","-99","-99","1","3","3","5","3","4","4","4","4","4","4","4","1","3","-99","4","2","-99","1","-99","4","1","-99","4","-99","1","5","1","1","1","1","1","1","3","1","1","1","1","1","5","-99","3","3","-99","-99","-99","3","3","5","5","5","3","2","5","3","-99","-99","3","1","8","1","3","0","0","1","0","0"
"74","Completed","557","1","1","3","2","3","2","1","3","3","-99","Augustiner","3","2","2","1","1","1","1","1","1","4","2","5","4","4","4","4","4","2","3","2","1","3","2","4","2","2","2","2","2","4","3","3","2","2","3","1","1","1","1","2","2","1","2","5","1","1","1","5","1","3","4","3","2","1","2","1","2","2","2","2","2","2","2","2","2","3","2","15","2","1","1","0","0","0","0"
"75","Completed","524","1","1","4","3","3","1","1","2","2","2","Augustiner","3","1","1","1","2","1","1","1","2","1","1","3","2","1","1","-99","2","5","-99","-99","-99","5","4","4","1","2","-99","3","2","4","2","2","4","2","2","4","2","2","1","3","2","3","1","5","2","2","2","3","1","4","1","1","1","2","2","2","4","4","4","4","1","4","3","4","1","4","1","7","1","1","0","0","1","0","0"
"76","Completed","545","1","1","4","3","3","1","2","3","-99","3","Dinkelacker Kellerbier","2","2","2","3","3","1","1","1","2","1","2","3","2","1","3","3","3","2","3","2","1","4","2","3","3","1","1","4","4","3","2","2","4","1","3","1","2","2","3","5","3","2","2","4","4","2","1","4","3","4","3","1","1","2","2","3","1","1","1","2","1","1","2","3","-99","3","2","12","1","1","0","1","0","0","0"
"77","Completed","419","1","1","2","2","3","1","1","2","2","2","Augustiner","2","2","1","3","1","1","1","1","3","2","3","4","2","2","1","3","2","4","2","-99","3","5","3","3","2","2","4","2","2","3","2","3","4","3","5","3","2","1","1","4","3","3","1","5","3","2","3","4","1","4","2","3","1","1","2","2","3","2","2","2","2","3","3","2","2","3","1","7","1","3","1","0","0","0","0"
"78","Completed","1073","1","1","2","3","3","1","1","3","3","3","Gold Ochsen","3","1","1","3","2","2","1","1","1","5","5","5","5","3","4","3","3","3","2","1","1","5","5","2","1","2","4","1","1","4","3","3","1","1","3","1","1","1","1","4","1","2","1","5","2","1","1","5","1","4","3","1","1","2","3","1","1","1","1","5","1","1","1","5","1","5","1","8","1","3","0","0","1","0","0"
"79","Completed","503","1","1","2","3","3","2","2","3","3","2","WULLE","3","3","1","2","3","1","1","-99","1","4","4","5","-99","5","3","3","3","3","2","1","1","5","5","3","4","-99","5","3","3","3","5","2","3","1","4","5","2","1","1","1","1","5","1","3","2","1","1","5","2","3","3","4","1","3","4","4","1","3","1","-99","-99","-99","3","1","-99","-99","1","12","1","3","0","0","1","0","0"
"80","Completed","6272","1","1","2","2","3","1","1","3","2","2","Alpirsbacher Klosterbräu","3","3","2","2","1","2","1","1","1","4","4","5","4","2","4","2","1","2","1","1","1","5","3","3","2","2","2","2","2","4","4","2","4","1","3","1","1","1","1","2","1","3","2","4","2","1","1","4","2","3","2","2","2","2","2","2","2","3","1","1","3","2","4","4","2","4","2","9","1","3","0","0","1","0","0"
"81","Completed","348","1","1","4","2","3","1","1","2","2","1","Hochdorfer","3","2","1","1","1","1","1","1","1","1","1","3","1","-99","1","1","1","2","1","1","1","4","2","3","4","2","-99","2","2","4","2","3","3","4","1","1","1","1","1","1","5","1","1","1","1","4","2","1","1","1","2","4","1","1","1","1","3","4","4","3","3","4","3","3","2","4","2","10","1","3","1","0","0","0","0"
"82","Completed","5373","1","1","3","2","3","1","1","3","2","3","Heubacher, Weihenstephaner, Paulaner, Schönbuchbräu","2","2","2","2","2","1","1","3","3","3","2","3","3","3","2","4","4","5","3","-99","3","5","5","4","2","3","4","3","2","4","2","4","4","4","3","1","1","2","2","3","2","2","1","4","2","3","3","3","2","3","3","3","3","3","3","2","3","2","2","2","2","2","2","2","2","4","1","7","2","3","0","0","0","1","0"
"83","Completed","496","1","1","3","3","2","1","1","2","3","1","Corona, Becks, Stuttgarter Hofbräu","2","3","2","3","1","1","1","1","4","2","2","4","3","2","3","4","1","4","2","1","2","5","4","4","2","-99","2","2","2","4","2","4","3","3","2","3","2","4","1","3","5","5","1","4","5","-99","-99","-99","2","3","5","4","5","3","1","2","5","3","4","4","2","4","3","-99","1","-99","2","11","1","1","1","0","0","0","0"
"84","Completed","914","1","1","3","2","3","1","1","2","3","3","Chimseer, Wasseralfinger","3","1","1","2","2","2","1","1","1","3","1","4","2","1","1","5","2","3","2","5","3","5","2","5","3","-99","2","-99","-99","4","2","-99","-99","-99","3","1","-99","1","1","4","3","1","1","2","2","1","1","4","2","2","3","3","2","1","3","2","4","-99","4","4","-99","-99","3","-99","-99","3","2","6","1","3","0","0","1","0","0"
"85","Completed","359","1","1","2","3","3","2","1","3","3","3","Alpirsbacher, Paulaner, Wulle","3","1","2","2","2","1","1","1","1","4","3","5","4","3","4","-99","-99","3","4","4","-99","5","-99","2","-99","-99","1","2","-99","2","-99","-99","3","1","5","3","1","2","1","3","4","2","2","4","1","1","1","5","2","2","4","4","2","-99","2","2","4","2","3","2","-99","2","2","-99","-99","-99","2","12","1","1","1","0","0","0","0"
"86","Completed","448","1","1","3","3","3","1","1","2","2","2","Desperados","2","3","2","2","2","1","1","1","3","3","2","4","2","2","2","4","3","4","2","3","2","5","4","4","3","2","4","2","3","2","3","3","2","3","3","1","1","1","1","3","5","3","1","4","1","3","3","4","1","3","2","4","2","1","1","2","4","4","2","4","3","3","2","2","1","3","2","10","1","3","0","0","0","1","0"
"87","Completed","604","1","1","2","3","3","2","2","3","3","3","Augustiner, Chiemseer, Paulaner Kristall Weizen","3","1","2","3","2","1","1","1","1","5","3","5","4","3","3","3","2","3","2","2","1","5","4","4","2","3","3","1","4","2","3","4","4","1","5","1","1","1","1","5","1","3","1","5","1","1","1","5","1","4","1","1","1","1","1","1","1","2","2","2","2","2","2","3","2","4","1","11","1","3","0","0","0","1","0"
"88","Completed","1011","1","1","3","2","3","1","1","3","3","3","Tegernseer","2","3","2","2","1","1","1","1","1","3","3","4","2","2","2","2","2","4","2","2","2","4","3","4","-99","2","3","3","2","4","-99","4","3","1","4","3","1","1","2","3","2","2","1","5","1","2","2","4","1","2","4","3","2","2","2","3","4","2","-99","2","3","2","-99","3","-99","4","1","8","2","3","0","0","1","0","0"
"89","Completed","800","1","1","2","3","3","1","2","3","3","3","Zwiefalter, Stuttgarter Hofbräu, Augustiner, Chiemseer, Schwabenbräu,","3","3","1","2","1","1","1","1","3","5","3","5","5","2","4","4","4","1","4","3","2","5","-99","4","2","2","-99","2","5","5","2","4","5","3","3","1","1","1","1","2","2","3","1","5","1","3","1","5","1","5","3","1","1","1","2","1","1","-99","4","-99","-99","-99","-99","-99","-99","5","1","11","1","1","0","0","0","1","0"
"90","Completed","888","1","1","2","3","3","2","1","2","3","3","Augustiner Berg Chiemseer Schoenbuch","3","2","2","1","3","1","2","1","1","-99","2","4","2","4","2","4","1","4","3","1","1","5","2","2","2","-99","-99","1","2","3","-99","4","5","1","5","1","1","2","1","3","2","2","1","5","1","1","1","5","1","-99","-99","-99","1","1","-99","-99","-99","-99","-99","-99","-99","2","2","-99","-99","4","1","11","1","1","0","0","1","0","0"
"91","Completed","4732","1","1","2","3","3","-99","1","2","2","2","Schönbuch Chiemseer Tegernseer","3","1","-99","2","2","1","1","1","1","4","3","5","3","3","4","3","-99","2","4","3","1","5","5","3","2","2","3","2","3","5","3","2","4","1","4","2","2","1","1","3","2","1","1","4","1","1","1","5","1","4","1","1","1","1","1","2","2","2","2","5","3","2","2","3","2","5","1","10","1","1","0","0","0","1","0"
"92","Completed","785","1","1","3","2","3","1","1","3","3","3","Spaten Wulle Augustiner Paulaner Mönchsfeld","3","1","1","3","2","1","1","1","1","5","3","5","4","3","2","3","3","3","3","5","2","5","2","5","4","2","2","4","4","5","1","3","4","1","3","3","1","2","1","4","3","3","1","5","3","2","2","3","1","4","2","3","2","2","3","3","3","4","4","1","2","3","5","3","4","3","1","7","1","1","0","0","0","0","1"
"93","Completed","542","1","1","2","3","3","2","2","3","3","3","Nattheimer, Stuttgarter Hofbräu, Wulle, Augustiner, Spaten","3","2","2","2","3","1","1","1","1","5","4","5","3","4","5","5","3","4","4","1","1","5","4","2","4","2","5","3","-99","3","1","-99","2","1","4","1","1","1","1","5","1","3","1","5","1","1","1","5","1","5","3","3","1","4","2","1","1","1","4","1","2","3","4","1","1","4","1","11","1","1","0","0","0","1","0"
"94","Completed","528","1","1","5","2","2","1","1","2","1","1","Radler - schöfferhofer Grapefruit oder Hochdorfer","3","2","1","2","2","1","1","1","2","3","1","3","2","1","1","5","4","3","4","2","2","5","5","4","3","4","2","4","5","5","2","4","3","2","1","1","1","3","2","1","4","1","1","1","1","2","4","4","1","1","2","4","1","1","1","2","5","4","5","5","2","4","3","3","1","2","2","9","1","3","0","0","1","0","0"
"95","Completed","413","1","1","3","3","3","1","1","2","3","1","Augustiner helles","3","2","1","2","1","1","1","1","2","2","1","4","1","2","1","5","3","2","4","5","2","5","4","4","5","2","2","3","2","4","1","4","4","2","2","2","1","1","1","1","4","2","1","5","1","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","2","1","4","1","3","3","4","1","4","2","-99","1","1","0","0","0","0","1"
"96","Completed","456","1","1","4","2","2","1","1","2","2","1","Tannenzäpfle","1","3","1","1","1","1","1","1","3","3","2","3","1","2","1","5","4","4","4","5","1","5","1","3","3","-99","3","4","3","4","1","4","4","3","4","-99","3","-99","-99","2","4","2","-99","4","-99","3","3","3","3","3","2","4","2","3","2","2","4","1","4","3","2","2","1","4","1","3","2","9","1","3","0","0","1","0","0"
"97","Completed","1512","1","1","3","2","3","1","1","2","3","2","Augustiner Paulaner Chiemseer","3","2","1","2","1","1","2","1","3","3","2","4","1","1","1","3","3","4","2","1","2","5","2","3","1","3","4","1","3","5","1","4","5","1","4","3","2","2","1","4","2","4","1","4","1","-99","-99","-99","2","4","2","3","1","1","4","-99","3","2","1","1","2","4","4","4","1","5","1","11","1","3","1","0","0","0","0"
"98","Completed","513","1","1","4","2","2","1","1","-99","-99","-99","wasseralfingen Bier","2","1","1","1","2","1","1","1","2","2","2","-99","-99","2","1","-99","2","-99","-99","2","2","5","2","4","1","-99","1","2","2","3","3","2","1","3","4","1","1","1","1","3","4","1","1","3","1","1","3","1","1","1","3","3","2","1","1","1","3","-99","-99","2","-99","-99","-99","3","-99","2","2","3","1","4","0","0","1","0","0"
"99","Completed","484","1","1","3","2","2","-99","-99","2","2","-99","Käpsele, Chiemsee,","2","-99","-99","2","2","-99","-99","-99","4","3","2","3","2","2","1","5","4","5","5","5","3","5","5","5","2","4","2","2","3","3","1","5","4","4","2","2","1","1","1","2","4","2","1","4","4","3","3","3","2","2","2","5","2","2","3","5","5","3","3","1","1","3","1","1","1","4","2","-99","1","3","0","0","0","0","1"
"100","Completed","790","1","1","2","3","3","2","2","3","3","3","Tegernseer Augustiner Berg Chiemseer Gudmann König Ludwig Franziskaner","3","3","1","2","2","1","1","1","1","5","5","5","5","5","5","4","3","5","4","3","1","5","5","1","1","2","-99","2","4","1","3","4","5","1","5","5","1","1","4","4","1","5","3","5","1","1","1","5","3","5","5","1","1","2","5","2","1","2","1","1","1","1","1","1","1","2","1","6","1","1","0","0","1","0","0"
"101","Started","278","1","1","4","2","2","1","1","1","2","2","Mixery, Despo","3","3","2","1","2","1","1","1","2","1","1","2","2","1","1","4","2","3","2","2","3","5","4","4","3","2","1","3","-99","4","2","-99","3","-99","3","-99","-99","-99","-99","-99","3","-99","-99","-99","-99","2","2","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"102","Completed","443","1","1","3","2","2","1","1","2","2","2","Corona","3","1","-99","1","-99","-99","-99","1","1","2","2","4","2","3","1","4","2","3","4","4","1","4","1","5","-99","2","1","3","2","4","3","2","4","1","1","1","1","1","3","4","4","1","1","4","1","1","1","4","1","3","4","4","1","1","2","3","4","-99","4","3","1","2","5","3","1","4","2","8","1","3","0","0","1","0","0"
"103","Completed","612","1","1","4","2","3","1","1","3","2","2","Hochdorfer","2","2","1","1","1","1","1","1","2","1","1","4","-99","1","-99","5","4","4","1","1","3","5","3","3","3","-99","4","3","3","5","1","1","5","4","1","1","1","1","1","1","5","1","-99","1","1","3","3","3","1","1","3","2","1","1","1","1","4","3","3","2","-99","3","-99","5","-99","2","1","7","1","1","0","0","1","0","0"
"104","Completed","2849","1","1","4","3","3","2","2","3","3","3","Alpirsbacher Klosterbräu, Stuttgarter Hofbräu","3","1","-99","2","2","1","1","1","1","3","2","5","3","2","1","3","4","4","4","2","1","5","3","4","-99","3","-99","2","2","4","3","4","4","1","4","3","1","1","1","1","1","4","1","4","1","1","1","5","1","5","1","1","1","1","4","1","1","3","3","3","2","4","3","-99","-99","4","1","9","1","1","0","0","1","0","0"
"105","Started","324","1","1","5","2","2","2","1","1","2","1","","2","2","1","1","1","1","1","1","3","2","1","3","2","1","1","3","3","4","3","2","2","4","3","3","3","2","2","2","2","3","2","3","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","-99","0","0","0","0","0"
"106","Completed","718","1","1","4","2","3","1","1","2","2","3","Wulle","3","1","1","2","1","1","1","1","1","1","1","2","1","1","2","4","1","4","1","1","2","5","3","3","1","1","4","1","2","3","5","4","4","1","5","1","1","1","1","1","1","3","1","4","1","1","1","5","1","2","4","1","2","2","1","1","4","-99","1","4","-99","-99","2","2","1","2","1","5","1","4","0","0","1","0","0"
"107","Completed","1208","1","1","4","2","2","1","1","3","3","2","","3","1","1","3","1","1","1","1","1","2","2","5","1","3","1","4","4","5","1","4","1","3","3","5","-99","2","-99","-99","4","-99","4","4","5","1","4","3","2","4","5","-99","2","2","5","3","3","1","2","5","-99","4","4","4","3","-99","1","2","4","-99","-99","-99","-99","-99","-99","-99","-99","-99","1","10","1","3","0","0","1","0","0"
"108","Completed","822","1","1","2","2","3","1","1","3","3","3","Corona","3","3","1","2","2","1","1","1","1","4","2","5","2","1","2","3","3","2","2","2","2","5","3","5","1","1","1","5","4","5","3","5","5","2","5","1","1","1","1","1","1","4","1","5","1","2","1","5","1","3","2","2","4","4","5","1","1","5","3","1","3","5","5","5","1","5","1","4","1","4","0","0","1","0","0"
"109","Completed","800","1","1","3","2","3","1","1","3","2","1","Desperados, Bayreuther, Augustiner","3","2","2","2","2","1","2","1","4","2","1","3","2","1","1","5","1","3","3","1","4","5","3","2","2","2","2","2","3","2","1","4","3","5","2","1","1","1","1","1","5","4","2","5","1","5","5","5","2","3","4","5","1","2","2","4","4","4","3","2","1","3","4","2","1","3","1","8","2","3","1","0","0","0","0"
